Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Other,1999,Adventure,Other,0.06,0.01,0,0,0.07
Other,1998,Fighting,Other,0,0,0.04,0.03,0.07
Other,2000,Sports,THQ,0.06,0.01,0,0,0.07
Other,1991,Sports,Other,0,0,0.07,0,0.07
GBA,2001,Misc,Other,0.05,0.02,0,0,0.07
Other,1997,Racing,Other,0.06,0.01,0,0,0.07
Other,2000,Strategy,Other,0.06,0.01,0,0,0.07
Other,1992,Fighting,Konami Digital Entertainment,0.04,0.01,0.02,0,0.07
DS,2011,Misc,Other,0.07,0,0,0,0.07
X360,2009,Shooter,Other,0.06,0.01,0,0.01,0.07
XB,2004,Action,Other,0.05,0.02,0,0,0.07
PS2,2006,Adventure,Sony Computer Entertainment,0,0,0.07,0,0.07
DS,2011,Sports,Other,0.07,0,0,0,0.07
PSP,2009,Action,Other,0,0,0.07,0,0.07
Other,2003,Sports,Electronic Arts,0.05,0.01,0,0,0.07
PS3,2013,Strategy,Namco Bandai Games,0,0,0.07,0,0.07
PS3,2007,Role-Playing,Other,0,0.03,0.03,0.01,0.07
Wii,2008,Misc,Other,0.06,0,0,0,0.07
PSP,2006,Sports,Other,0.06,0,0,0.01,0.07
Other,2003,Platform,Ubisoft,0.05,0.01,0,0,0.07
X360,2015,Sports,Activision,0.06,0,0,0.01,0.07
PSP,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
XB,2004,Misc,Other,0.05,0.02,0,0,0.07
GBA,2005,Adventure,Other,0.05,0.02,0,0,0.07
X360,2014,Misc,Other,0.06,0.01,0,0.01,0.07
PS,1996,Role-Playing,Other,0.04,0.03,0,0,0.07
DS,2006,Shooter,Other,0,0,0.07,0,0.07
PSP,2005,Adventure,Other,0.06,0,0,0.01,0.07
PS2,2000,Action,Other,0,0,0.07,0,0.07
Wii,2006,Platform,Ubisoft,0.06,0,0,0.01,0.07
DS,2006,Action,Namco Bandai Games,0,0,0.07,0,0.07
XB,N/A,Shooter,Other,0.05,0.01,0,0,0.07
Wii,2007,Sports,Other,0.06,0,0,0.01,0.07
Other,2014,Fighting,Other,0.03,0,0.03,0.01,0.07
DS,2010,Action,Namco Bandai Games,0,0,0.07,0,0.07
PS2,2004,Action,Other,0.03,0.03,0,0.01,0.07
Other,2014,Role-Playing,Other,0.03,0.01,0.02,0.01,0.07
DS,2008,Adventure,Other,0,0,0.07,0,0.07
Other,2013,Action,Other,0,0,0.07,0,0.07
PSP,2011,Role-Playing,Other,0.02,0,0.05,0,0.07
PS3,2013,Fighting,Namco Bandai Games,0,0.01,0.06,0,0.07
Other,2014,Action,Other,0.02,0,0.04,0.01,0.07
DS,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
DS,2008,Sports,Other,0.06,0,0,0,0.07
PS,1997,Shooter,Sony Computer Entertainment,0.04,0.03,0,0,0.07
Other,2005,Platform,Ubisoft,0.05,0.01,0,0,0.07
Other,2014,Action,Other,0.04,0.02,0,0.01,0.07
DS,2010,Misc,Konami Digital Entertainment,0,0,0.07,0,0.07
PS,1998,Racing,Other,0.04,0.03,0,0,0.07
Wii,2011,Sports,Other,0,0.06,0,0.01,0.07
DS,2008,Misc,Other,0.06,0,0,0.01,0.07
Other,2004,Action,Electronic Arts,0.05,0.01,0,0,0.07
PS2,2005,Role-Playing,Other,0.03,0.03,0,0.01,0.07
Other,2012,Action,Namco Bandai Games,0.02,0.01,0.05,0,0.07
PC,2009,Sports,Sega,0,0.06,0,0.01,0.07
Wii,2008,Shooter,Konami Digital Entertainment,0.06,0,0,0.01,0.07
PS3,2013,Role-Playing,Other,0.02,0.01,0.04,0.01,0.07
PS2,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07
PS2,2005,Racing,THQ,0.03,0.03,0,0.01,0.07
PS3,2016,Fighting,Other,0.02,0.02,0.03,0.01,0.07
GBA,2006,Action,Other,0,0,0.07,0,0.07
PS2,2008,Misc,Activision,0.03,0.03,0,0.01,0.07
Wii,2009,Misc,Other,0.06,0,0,0,0.07
PS2,2000,Shooter,Other,0.03,0.03,0,0.01,0.07
Wii,2011,Sports,Other,0,0,0.07,0,0.07
DS,2005,Strategy,Namco Bandai Games,0.06,0,0,0,0.07
Other,2005,Action,Sega,0.05,0.01,0,0,0.07
XB,2004,Platform,Activision,0.05,0.01,0,0,0.07
Other,2014,Action,Other,0,0,0.07,0,0.07
PS,1997,Action,Other,0.04,0.03,0,0,0.07
Wii,2009,Racing,Other,0.05,0.01,0,0.01,0.07
PSP,2009,Simulation,Ubisoft,0.06,0,0,0.01,0.07
PS2,2007,Adventure,Other,0,0,0.07,0,0.07
GBA,2004,Action,Other,0.05,0.02,0,0,0.07
X360,2006,Shooter,Other,0.05,0.01,0,0.01,0.07
DS,2008,Strategy,Sega,0,0,0.07,0,0.07
DS,2009,Simulation,Konami Digital Entertainment,0.06,0.01,0,0.01,0.07
PC,2005,Role-Playing,Other,0.01,0.05,0,0.01,0.07
PSP,2012,Action,Other,0,0,0.07,0,0.07
PS,1996,Simulation,Other,0.04,0.03,0,0,0.07
Other,2001,Racing,Sega,0,0,0.07,0,0.07
PC,2007,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.07
Other,1992,Role-Playing,Other,0,0,0.07,0,0.07
Other,1993,Action,Other,0,0,0.07,0,0.07
Wii,2010,Simulation,Other,0.06,0,0,0,0.07
Other,2003,Fighting,Other,0.05,0.01,0,0,0.07
DS,2010,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
GBA,2004,Puzzle,Nintendo,0,0,0.07,0,0.07
Wii,2009,Adventure,Other,0,0,0.07,0,0.07
Other,2015,Action,Namco Bandai Games,0,0,0.07,0,0.07
Wii,2007,Shooter,Other,0.06,0,0,0,0.07
DS,2007,Action,Other,0.04,0,0.03,0,0.07
PC,2012,Adventure,Other,0,0.06,0,0.01,0.07
PS,1995,Shooter,Electronic Arts,0.04,0.03,0,0,0.07
PS2,2002,Action,Other,0.03,0.03,0,0.01,0.07
DS,2010,Action,Other,0.06,0,0,0,0.07
PS,1994,Racing,Sony Computer Entertainment,0,0,0.06,0,0.07
DS,2005,Strategy,Other,0.06,0,0,0,0.07
PS3,2010,Role-Playing,Other,0,0,0.07,0,0.07
DS,2006,Action,Other,0.04,0.02,0,0.01,0.07
PSP,2006,Action,Namco Bandai Games,0.06,0,0,0.01,0.07
PS,2002,Adventure,Konami Digital Entertainment,0,0,0.06,0,0.07
Other,2016,Adventure,Ubisoft,0.01,0.05,0,0.01,0.07
DS,2007,Shooter,Other,0.06,0,0,0,0.07
Other,1993,Fighting,Other,0,0,0.07,0,0.07
PS,1998,Action,Other,0,0,0.06,0,0.07
PS2,2002,Fighting,Other,0.03,0.03,0,0.01,0.07
PS2,2003,Adventure,Sony Computer Entertainment,0.03,0.03,0,0.01,0.07
PS2,2002,Role-Playing,Other,0,0,0.07,0,0.07
PS,1999,Role-Playing,Sony Computer Entertainment,0.04,0.03,0,0,0.07
DS,2008,Action,Other,0.06,0,0,0,0.07
Other,2004,Sports,Electronic Arts,0.05,0.01,0,0,0.07
Other,2005,Misc,Other,0.05,0.01,0,0,0.07
PC,2003,Simulation,Other,0,0.06,0,0.01,0.07
Other,2011,Platform,Other,0,0.06,0,0.01,0.07
PS2,2004,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07
Wii,2007,Platform,Other,0.06,0,0,0,0.07
PC,2013,Adventure,Other,0,0.06,0,0,0.07
Other,2014,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
Other,2015,Action,Other,0.02,0.03,0,0.01,0.07
PS3,2011,Fighting,Other,0.06,0,0,0.01,0.07
DS,2008,Adventure,Other,0,0,0.07,0,0.07
Other,2015,Adventure,Other,0,0.06,0,0.01,0.07
PSP,2007,Misc,Other,0.06,0,0,0.01,0.07
Other,1997,Action,Other,0,0,0.07,0,0.07
DS,2008,Action,Other,0.06,0,0,0.01,0.07
DS,2008,Adventure,Ubisoft,0.06,0,0,0,0.07
DS,2008,Misc,Other,0.06,0.01,0,0.01,0.07
Other,1998,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
DS,2010,Misc,THQ,0.06,0,0,0,0.07
GBA,2006,Puzzle,Take-Two Interactive,0.05,0.02,0,0,0.07
PS3,2012,Shooter,Namco Bandai Games,0.03,0.03,0,0.01,0.07
PS,2001,Sports,Other,0.04,0.03,0,0,0.07
X360,2011,Fighting,Other,0,0.03,0.04,0,0.07
Other,2002,Action,Other,0.05,0.01,0,0,0.07
Other,1995,Misc,Other,0,0,0.07,0,0.07
Other,2015,Action,Other,0,0,0.07,0,0.07
Other,1993,Action,Other,0,0,0.07,0,0.07
Other,2004,Strategy,Other,0.05,0.01,0,0,0.07
DS,2005,Misc,Other,0.06,0,0,0,0.07
DS,2007,Role-Playing,Other,0,0,0.07,0,0.07
Other,2016,Action,Ubisoft,0.01,0.04,0.01,0.01,0.07
PSP,2007,Role-Playing,Other,0.02,0,0.05,0,0.07
X360,2006,Misc,Other,0.05,0.01,0,0.01,0.07
PS,1997,Simulation,Other,0.04,0.03,0,0,0.07
PSP,2010,Sports,Take-Two Interactive,0.06,0,0,0.01,0.07
PS,1997,Action,Other,0.04,0.03,0,0,0.07
DS,2007,Platform,Other,0.06,0,0,0,0.07
DS,2010,Puzzle,Other,0.05,0.01,0,0.01,0.07
DS,2008,Sports,Other,0.06,0,0,0.01,0.07
PS2,2004,Adventure,Other,0.03,0.03,0,0.01,0.07
Other,2002,Sports,Sega,0.05,0.01,0,0,0.07
DS,2008,Role-Playing,Other,0,0,0.07,0,0.07
DS,2007,Action,Other,0,0,0.07,0,0.07
PS,1995,Shooter,Other,0.04,0.03,0,0,0.07
PS2,2008,Action,Activision,0.03,0.03,0,0.01,0.07
Other,2014,Role-Playing,Activision,0.05,0.01,0,0.01,0.07
DS,2006,Action,Other,0.06,0,0,0,0.07
PS2,2002,Sports,Other,0,0,0.07,0,0.07
Other,2003,Action,Electronic Arts,0.05,0.01,0,0,0.07
PS2,2006,Action,Other,0,0,0.07,0,0.07
Wii,2006,Action,Other,0,0,0.07,0,0.07
DS,2010,Misc,Other,0.05,0.01,0,0.01,0.07
GBA,2002,Fighting,Other,0.05,0.02,0,0,0.07
PS2,2007,Fighting,Other,0.03,0.03,0,0.01,0.07
Wii,2010,Sports,Nintendo,0,0.06,0,0.01,0.07
XB,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0,0,0.07
GBA,2005,Sports,Electronic Arts,0.05,0.02,0,0,0.07
Wii,2008,Adventure,Other,0.06,0,0,0,0.07
PS2,2002,Sports,Other,0.03,0.03,0,0.01,0.07
PS3,2012,Shooter,Ubisoft,0.01,0.05,0,0.01,0.07
PS2,2004,Strategy,Other,0.03,0.03,0,0.01,0.07
DS,2006,Misc,Nintendo,0,0,0.07,0,0.07
XB,2006,Racing,Other,0.05,0.01,0,0,0.07
Other,2014,Role-Playing,Other,0,0,0.07,0,0.07
GBA,2005,Adventure,THQ,0.05,0.02,0,0,0.07
PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
PS3,2011,Simulation,Other,0.06,0,0,0.01,0.07
GBA,2003,Action,Ubisoft,0.05,0.02,0,0,0.07
DS,2006,Misc,Other,0,0,0.07,0,0.07
PS3,2014,Adventure,Other,0.03,0.03,0,0.01,0.07
Wii,2010,Sports,Other,0.06,0,0,0,0.07
X360,2014,Fighting,Namco Bandai Games,0.01,0.05,0,0,0.07
XB,2003,Racing,Other,0.05,0.01,0,0,0.07
PC,2009,Action,Other,0.01,0.04,0,0.01,0.07
GBA,2006,Action,Activision,0.05,0.02,0,0,0.07
GBA,2003,Misc,Other,0.05,0.02,0,0,0.07
DS,2011,Action,Activision,0.05,0.01,0,0.01,0.07
Wii,2009,Misc,Konami Digital Entertainment,0.06,0,0,0.01,0.07
PC,2007,Strategy,Electronic Arts,0,0.06,0,0.01,0.07
PS,2000,Misc,Other,0.04,0.03,0,0,0.07
DS,2008,Puzzle,Other,0.06,0,0,0,0.07
PS,1997,Racing,Other,0,0,0.06,0,0.07
PS3,2010,Sports,Other,0,0,0.07,0,0.07
Wii,N/A,Misc,Other,0.06,0,0,0,0.07
PSP,2008,Puzzle,Other,0.06,0,0,0.01,0.07
DS,2010,Action,THQ,0.06,0,0,0,0.07
PS,1998,Fighting,Sony Computer Entertainment,0.04,0.03,0,0,0.07
Wii,2009,Simulation,Other,0.06,0,0,0,0.07
PS3,2011,Strategy,Other,0,0,0.07,0,0.07
PS,1996,Sports,Konami Digital Entertainment,0.04,0.03,0,0,0.07
PSP,2006,Misc,Other,0,0,0.07,0,0.07
XB,N/A,Racing,Other,0.05,0.01,0,0,0.07
PS3,2011,Action,Other,0.05,0.01,0,0.01,0.07
Wii,2010,Misc,Other,0.06,0,0,0,0.07
PS2,2005,Fighting,Other,0.03,0.03,0,0.01,0.07
X360,N/A,Simulation,Other,0.06,0,0,0.01,0.07
PS,2001,Action,Other,0.04,0.02,0,0,0.07
GBA,2005,Misc,Other,0.05,0.02,0,0,0.07
PS2,2010,Adventure,Other,0,0,0.07,0,0.07
PS3,2010,Platform,Sony Computer Entertainment,0,0.05,0,0.02,0.07
PS2,2004,Simulation,Other,0.03,0.03,0,0.01,0.07
DS,2007,Role-Playing,Sega,0,0,0.07,0,0.07
Other,2014,Action,Other,0,0.05,0.01,0.01,0.07
Other,2004,Sports,Activision,0.05,0.01,0,0,0.07
Other,2003,Strategy,Sega,0.05,0.01,0,0,0.07
Other,2015,Action,Other,0.05,0.01,0,0.01,0.07
PC,2010,Action,Other,0.06,0,0,0,0.07
Other,2014,Adventure,Namco Bandai Games,0.04,0.02,0,0.01,0.07
PC,2012,Role-Playing,Namco Bandai Games,0,0.06,0,0.01,0.07
X360,N/A,Misc,Other,0.06,0,0,0,0.07
PS2,2001,Adventure,Other,0,0,0.07,0,0.07
PS3,2013,Role-Playing,Other,0,0,0.06,0,0.07
X360,2011,Racing,Other,0.06,0,0,0,0.07
PS2,2006,Role-Playing,Sony Computer Entertainment,0,0,0.07,0,0.07
XB,2005,Misc,Konami Digital Entertainment,0.05,0.01,0,0,0.07
DS,N/A,Action,THQ,0.06,0,0,0,0.07
PS2,2006,Adventure,Other,0,0,0.07,0,0.07
PSP,2006,Puzzle,Other,0.05,0,0,0.01,0.07
PS,1997,Platform,Other,0.04,0.02,0,0,0.07
Other,2014,Strategy,Namco Bandai Games,0,0,0.07,0,0.07
PS3,2009,Racing,Sony Computer Entertainment,0,0.05,0,0.01,0.07
PS2,2004,Role-Playing,Other,0.03,0.03,0,0.01,0.07
DS,2009,Misc,Other,0.04,0.02,0,0.01,0.07
Other,2014,Action,Namco Bandai Games,0,0.06,0,0,0.07
Other,2014,Adventure,Other,0,0,0.07,0,0.07
Other,1996,Misc,Other,0,0,0.07,0,0.07
DS,2008,Adventure,Other,0.06,0,0,0,0.07
GBA,2005,Shooter,Sega,0.05,0.02,0,0,0.07
PS,1998,Shooter,Konami Digital Entertainment,0.04,0.02,0,0,0.07
DS,2007,Misc,Other,0.06,0,0,0,0.07
GBA,2002,Action,Konami Digital Entertainment,0.05,0.02,0,0,0.07
PC,2011,Strategy,Other,0.01,0.05,0,0.01,0.07
XB,2004,Strategy,Sega,0.05,0.01,0,0,0.07
X360,2009,Simulation,Other,0,0,0.07,0,0.07
GBA,2001,Shooter,Other,0.05,0.02,0,0,0.07
DS,2008,Platform,Other,0.06,0,0,0,0.07
DS,2009,Misc,Ubisoft,0.06,0,0,0,0.07
PS2,2006,Strategy,THQ,0.03,0.02,0,0.01,0.07
Other,1993,Action,Sega,0,0,0.07,0,0.07
X360,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07
Other,2014,Role-Playing,Other,0.02,0.01,0.03,0.01,0.07
X360,2011,Misc,Electronic Arts,0.06,0,0,0,0.07
PS3,2007,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
DS,2008,Action,Ubisoft,0.06,0,0,0,0.07
DS,2008,Sports,Other,0.05,0.01,0,0,0.07
PS,1996,Racing,Other,0.04,0.02,0,0,0.07
XB,2003,Sports,Other,0.05,0.01,0,0,0.07
Other,2014,Misc,Other,0,0,0.07,0,0.07
Other,2015,Adventure,Other,0,0.06,0,0.01,0.07
PC,2012,Action,Other,0,0.06,0,0.01,0.06
Other,2013,Role-Playing,Other,0,0,0.06,0,0.06
GBA,2001,Racing,THQ,0.05,0.02,0,0,0.06
DS,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0,0.06
PS,1998,Strategy,Other,0,0,0.06,0,0.06
X360,2014,Role-Playing,Other,0.02,0.04,0,0,0.06
PSP,2008,Fighting,Other,0.05,0,0.01,0.01,0.06
XB,2004,Simulation,Take-Two Interactive,0.05,0.01,0,0,0.06
XB,2005,Racing,Ubisoft,0.05,0.01,0,0,0.06
PS2,2004,Role-Playing,Other,0.03,0.02,0,0.01,0.06
Other,2005,Fighting,Namco Bandai Games,0.05,0.01,0,0,0.06
Other,2013,Strategy,Other,0,0,0.06,0,0.06
GBA,2002,Simulation,Electronic Arts,0.05,0.02,0,0,0.06
XB,2001,Action,Other,0.05,0.01,0,0,0.06
PS,1994,Adventure,Other,0.04,0.02,0,0,0.06
X360,2011,Misc,Other,0.05,0.01,0,0,0.06
XB,2005,Misc,Take-Two Interactive,0.05,0.01,0,0,0.06
PC,2007,Strategy,Other,0,0.05,0,0.01,0.06
DS,2009,Strategy,Other,0.06,0,0,0,0.06
DS,2009,Simulation,Other,0.06,0,0,0,0.06
Other,2013,Action,Activision,0.03,0.03,0,0.01,0.06
XB,2002,Adventure,Electronic Arts,0.05,0.01,0,0,0.06
Other,1998,Adventure,Other,0,0,0.06,0,0.06
DS,2010,Adventure,Other,0.05,0.01,0,0,0.06
DS,2006,Shooter,Other,0.06,0,0,0,0.06
GBA,2000,Sports,Konami Digital Entertainment,0.05,0.02,0,0,0.06
Wii,2008,Fighting,Sega,0,0,0.06,0,0.06
Other,2000,Adventure,Other,0,0,0.06,0,0.06
PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
DS,2011,Misc,THQ,0.06,0,0,0,0.06
XB,2003,Action,Electronic Arts,0.05,0.01,0,0,0.06
PC,2013,Racing,Other,0,0.06,0,0.01,0.06
Wii,2008,Sports,Other,0.06,0,0,0,0.06
DS,2010,Misc,Other,0.06,0,0,0,0.06
PS2,2000,Simulation,Konami Digital Entertainment,0,0,0.06,0,0.06
Other,2015,Misc,Namco Bandai Games,0,0,0.06,0,0.06
Other,2013,Role-Playing,Other,0.01,0.01,0.04,0.01,0.06
PSP,2006,Shooter,Activision,0.06,0,0,0,0.06
Other,2014,Action,Other,0,0,0.06,0,0.06
Other,2002,Sports,Other,0.05,0.01,0,0,0.06
GBA,2003,Action,Other,0.05,0.02,0,0,0.06
Other,2014,Action,Other,0,0,0.06,0,0.06
Other,2014,Action,Namco Bandai Games,0,0.04,0.02,0,0.06
XB,2002,Sports,Other,0.05,0.01,0,0,0.06
PSP,2010,Action,Other,0,0,0.06,0,0.06
DS,2008,Misc,Other,0.06,0,0,0,0.06
DS,2008,Action,Other,0.06,0,0,0,0.06
Other,1993,Misc,Other,0,0,0.06,0,0.06
PS2,2003,Racing,Other,0.03,0.02,0,0.01,0.06
DS,2007,Action,Namco Bandai Games,0,0,0.06,0,0.06
Wii,2010,Sports,Namco Bandai Games,0,0.05,0,0.01,0.06
PSP,2011,Misc,Konami Digital Entertainment,0,0,0.06,0,0.06
Wii,2009,Fighting,Other,0.06,0,0,0,0.06
Other,2015,Action,Other,0.04,0.02,0,0.01,0.06
PSP,2010,Fighting,Other,0,0,0.06,0,0.06
PSP,2006,Fighting,Namco Bandai Games,0,0,0.06,0,0.06
DS,2008,Adventure,Other,0,0,0.06,0,0.06
PS,1997,Racing,Sony Computer Entertainment,0.04,0.02,0,0,0.06
Other,2015,Puzzle,Nintendo,0,0,0.06,0,0.06
Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.06
DS,2005,Platform,Konami Digital Entertainment,0.06,0,0,0,0.06
Wii,2006,Action,Other,0.04,0.01,0.01,0,0.06
DS,2010,Misc,Other,0,0,0.06,0,0.06
PS2,2009,Misc,Other,0,0,0.06,0,0.06
Wii,2009,Misc,Other,0.06,0,0,0,0.06
DS,2008,Simulation,Other,0.06,0,0,0,0.06
DS,2010,Shooter,Activision,0.05,0.01,0,0,0.06
GBA,2002,Puzzle,Other,0,0,0.06,0,0.06
PSP,2006,Shooter,Konami Digital Entertainment,0.04,0,0.02,0,0.06
PS2,2007,Role-Playing,Other,0,0,0.06,0,0.06
Other,2012,Action,Other,0,0,0.06,0,0.06
X360,2012,Fighting,Other,0.03,0.01,0.02,0,0.06
PS2,2004,Sports,Other,0.03,0.02,0,0.01,0.06
PS2,2000,Role-Playing,Other,0,0,0.06,0,0.06
GBA,2005,Platform,Ubisoft,0.05,0.02,0,0,0.06
PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06
XB,2001,Racing,Electronic Arts,0.05,0.01,0,0,0.06
Other,2016,Misc,Other,0,0,0.06,0,0.06
Wii,2007,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
DS,2010,Puzzle,Ubisoft,0,0.06,0,0.01,0.06
PSP,2009,Role-Playing,Other,0,0,0.06,0,0.06
Other,2003,Action,Other,0.05,0.01,0,0,0.06
Other,1998,Simulation,Other,0,0,0.06,0,0.06
PSP,2008,Role-Playing,Sega,0.06,0,0,0,0.06
DS,2011,Platform,Other,0.06,0,0,0,0.06
Wii,2007,Fighting,Other,0.06,0,0,0,0.06
Other,2002,Racing,Electronic Arts,0.05,0.01,0,0,0.06
DS,2007,Sports,Other,0.06,0,0,0,0.06
GBA,2004,Action,Nintendo,0,0,0.06,0,0.06
PS3,2013,Adventure,Other,0,0,0.06,0,0.06
PS2,2007,Simulation,Sega,0,0,0.06,0,0.06
DS,2008,Action,Namco Bandai Games,0,0,0.06,0,0.06
DS,2004,Adventure,Ubisoft,0.06,0,0,0,0.06
PC,2016,Platform,Electronic Arts,0.01,0.05,0,0,0.06
GBA,2002,Misc,Sega,0.05,0.02,0,0,0.06
PSP,2011,Role-Playing,Other,0,0,0.06,0,0.06
PS2,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
PS2,2003,Racing,Sega,0.03,0.02,0,0.01,0.06
GBA,2004,Action,Ubisoft,0.05,0.02,0,0,0.06
DS,2010,Simulation,Other,0.06,0,0,0,0.06
PS,1995,Puzzle,Other,0.04,0.02,0,0,0.06
Other,2004,Misc,Other,0.05,0.01,0,0,0.06
PSP,2005,Platform,Take-Two Interactive,0.06,0,0,0,0.06
PS3,2008,Shooter,Other,0.05,0,0,0.01,0.06
DS,2007,Strategy,Other,0.06,0,0,0,0.06
Other,2013,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
Other,1994,Shooter,Sega,0,0,0.06,0,0.06
PS3,2016,Misc,Namco Bandai Games,0,0,0.06,0,0.06
XB,2002,Sports,Ubisoft,0.05,0.01,0,0,0.06
Other,2014,Action,Activision,0.03,0.03,0,0.01,0.06
DS,2011,Simulation,THQ,0.06,0,0,0,0.06
XB,2005,Shooter,Other,0.05,0.01,0,0,0.06
PS3,2016,Role-Playing,Other,0.02,0.01,0.03,0.01,0.06
PS,1998,Shooter,Other,0.04,0.02,0,0,0.06
PS,1995,Shooter,Other,0.04,0.02,0,0,0.06
Other,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06
Other,2016,Racing,Other,0,0.05,0,0.01,0.06
Wii,2008,Sports,Take-Two Interactive,0.06,0,0,0,0.06
DS,2008,Misc,Other,0,0,0.06,0,0.06
DS,2005,Misc,Nintendo,0,0,0.06,0,0.06
PSP,2009,Fighting,Other,0,0,0.06,0,0.06
Wii,2009,Simulation,Other,0.06,0,0,0,0.06
DS,2007,Strategy,THQ,0.05,0.01,0,0.01,0.06
DS,2011,Platform,Other,0.06,0,0,0,0.06
Other,2016,Fighting,Namco Bandai Games,0.03,0.02,0,0.01,0.06
Other,2016,Action,Ubisoft,0.02,0.04,0,0,0.06
PC,2014,Sports,Konami Digital Entertainment,0,0.06,0,0,0.06
DS,2011,Puzzle,Other,0.03,0.02,0,0.01,0.06
DS,2011,Adventure,Namco Bandai Games,0,0,0.06,0,0.06
PSP,2007,Role-Playing,Other,0,0,0.06,0,0.06
Other,2016,Adventure,Other,0.03,0,0.02,0.01,0.06
DS,2006,Shooter,Other,0.06,0,0,0,0.06
PS2,2002,Action,Other,0.03,0.02,0,0.01,0.06
GBA,2004,Action,Other,0.04,0.02,0,0,0.06
GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0,0,0.06
PSP,2011,Role-Playing,Other,0,0,0.06,0,0.06
X360,2015,Action,Electronic Arts,0.06,0,0,0.01,0.06
PSP,2011,Fighting,Namco Bandai Games,0,0,0.06,0,0.06
DS,2011,Puzzle,Other,0.06,0,0,0,0.06
Other,2015,Action,Other,0,0.05,0,0.01,0.06
Wii,2007,Puzzle,Other,0.06,0,0,0,0.06
PS3,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06
PS2,2008,Adventure,Namco Bandai Games,0,0,0.06,0,0.06
Wii,2007,Fighting,Other,0.06,0,0,0,0.06
GBA,2001,Platform,Other,0.04,0.02,0,0,0.06
Other,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06
PS,2000,Action,Other,0.03,0.02,0,0,0.06
PSP,2007,Misc,Other,0.06,0,0,0,0.06
Other,1995,Simulation,Other,0,0,0.06,0,0.06
DS,2010,Simulation,Other,0.06,0,0,0,0.06
X360,2011,Action,Activision,0.05,0.01,0,0,0.06
Wii,2008,Racing,Other,0.06,0,0,0,0.06
Wii,2007,Shooter,Other,0.06,0,0,0,0.06
PC,2011,Action,Other,0,0.05,0,0.01,0.06
PS3,2012,Adventure,Other,0.01,0.02,0.02,0.01,0.06
Other,2015,Action,Other,0.03,0.02,0,0.01,0.06
Other,2005,Sports,Other,0.05,0.01,0,0,0.06
PC,2011,Strategy,Other,0.01,0.04,0,0.01,0.06
Other,2012,Action,Other,0,0,0.06,0,0.06
PS2,2005,Role-Playing,Other,0.03,0.02,0,0.01,0.06
Wii,2008,Adventure,Other,0.06,0,0,0,0.06
PS,2002,Simulation,Other,0.03,0.02,0,0,0.06
PS,1998,Misc,Konami Digital Entertainment,0,0,0.06,0,0.06
PS,2000,Sports,Other,0.03,0.02,0,0,0.06
Wii,2012,Misc,Other,0,0.06,0,0.01,0.06
PC,2014,Action,Other,0,0.06,0,0,0.06
DS,2008,Role-Playing,Other,0.06,0,0,0,0.06
XB,2004,Strategy,Other,0.05,0.01,0,0,0.06
DS,2011,Misc,Activision,0.06,0,0,0,0.06
X360,2011,Shooter,Other,0.04,0,0.01,0,0.06
Other,2014,Simulation,Other,0,0,0.06,0,0.06
XB,2005,Misc,Other,0.05,0.01,0,0,0.06
GBA,2005,Misc,Sega,0.04,0.02,0,0,0.06
PS2,2001,Misc,Other,0.03,0.02,0,0.01,0.06
PS2,2001,Simulation,Other,0,0,0.06,0,0.06
PS2,2006,Racing,Other,0.03,0.02,0,0.01,0.06
DS,2008,Role-Playing,Other,0.06,0,0,0,0.06
DS,2011,Puzzle,Other,0,0.05,0,0.01,0.06
PSP,2006,Misc,Other,0,0,0.06,0,0.06
DS,2009,Puzzle,Other,0.06,0,0,0,0.06
PC,2014,Action,Other,0.02,0.04,0,0,0.06
Other,2013,Action,Other,0.06,0,0,0.01,0.06
PS2,2001,Shooter,Other,0.03,0.02,0,0.01,0.06
X360,2009,Adventure,Other,0,0,0.06,0,0.06
Other,2014,Adventure,Namco Bandai Games,0,0,0.06,0,0.06
